,location,date,temp_max,temp_min,temp_mean,precipitation,dew_point_max,dew_point_min,dew_point_mean,max_wind_speed,visibility,sea_level_pressure
756,KSEA,2023-10-28,51,34,41.64,0.0,36,22,28.04,13,10,30.06
757,KSEA,2023-10-29,55,34,43.46,0.0,37,28,31.88,12,10,30.03
758,KSEA,2023-10-30,57,38,45.21,0.0,38,31,35.08,13,10,29.89
759,KSEA,2023-10-31,52,36,43.45,0.0,42,34,37.72,6,10,29.75
760,KSEA,2023-11-01,54,43,48.21,0.0,47,31,39.46,8,10,29.67
761,KSEA,2023-11-02,59,50,55.05,0.83,56,48,52.08,20,10,29.65
762,KSEA,2023-11-03,58,48,52.86,0.45,50,45,47.07,14,10,29.71
763,KSEA,2023-11-04,63,53,58.0,0.49,57,49,53.85,18,10,29.4
764,KSEA,2023-11-05,60,49,52.96,0.98,48,42,45.57,13,10,29.42
765,KSEA,2023-11-06,52,48,50.36,0.31,49,45,47.11,15,10,29.25
766,KSEA,2023-11-07,54,45,49.58,1.03,47,39,43.53,16,10,29.91
767,KSEA,2023-11-08,54,42,47.08,0.0,40,37,39.08,8,10,30.0
768,KSEA,2023-11-09,47,37,42.54,0.0,43,34,39.38,14,10,29.77
769,KSEA,2023-11-10,50,44,47.28,0.14,45,39,41.66,18,10,29.68
770,KSEA,2023-11-11,53,47,49.83,0.14,46,40,43.17,24,10,29.65
771,KSEA,2023-11-12,51,46,48.27,0.41,46,38,42.62,14,10,29.64
772,KSEA,2023-11-13,52,41,47.43,0.31,46,35,41.3,13,10,29.7
773,KSEA,2023-11-14,49,35,39.51,0.0,39,33,35.26,9,10,29.68
774,KSEA,2023-11-15,47,37,40.58,0.0,37,32,35.35,12,10,29.58
775,KSEA,2023-11-16,48,33,38.8,0.0,35,31,32.8,13,10,29.66
776,KSEA,2023-11-17,51,34,39.9,0.0,37,32,33.67,9,10,29.64
777,KSEA,2023-11-18,50,37,43.92,0.0,45,33,40.05,16,10,29.42
778,KSEA,2023-11-19,51,43,46.81,0.27,45,36,39.03,26,10,30.07
779,KSEA,2023-11-20,50,38,42.5,0.0,37,32,34.7,10,10,30.06
780,KSEA,2023-11-21,53,38,46.44,0.0,44,35,38.84,10,10,29.8
781,KSEA,2023-11-22,49,42,45.95,0.28,45,34,41.42,12,10,29.94
782,KSEA,2023-11-23,46,36,42.6,0.0,39,32,36.8,13,10,29.96
783,KSEA,2023-11-24,46,32,37.03,0.0,34,27,30.8,10,10,29.94
784,KSEA,2023-11-25,46,32,38.08,0.0,33,27,30.04,12,10,29.92
785,KSEA,2023-11-26,47,30,36.26,0.0,36,28,32.21,8,10,29.83
786,KSEA,2023-11-27,46,29,36.5,0.0,39,25,32.5,10,10,29.75
787,KSEA,2023-11-28,43,29,33.59,0.0,36,27,30.73,6,10,29.74
788,KSEA,2023-11-29,38,30,34.06,0.0,32,28,29.38,6,10,29.67
789,KSEA,2023-11-30,46,34,39.94,0.0,38,29,34.52,16,10,29.52
790,KSEA,2023-12-01,50,39,43.35,0.22,41,36,38.67,23,10,29.34
791,KSEA,2023-12-02,49,43,45.58,0.87,42,35,39.19,25,10,29.42
792,KSEA,2023-12-03,54,43,47.28,0.11,49,35,41.03,17,10,29.57
793,KSEA,2023-12-04,58,44,50.3,0.22,56,39,47.11,17,10,29.61
794,KSEA,2023-12-05,59,48,52.55,1.83,57,46,50.55,17,10,29.52
795,KSEA,2023-12-06,50,46,47.98,2.07,48,43,45.8,7,10,29.43
796,KSEA,2023-12-07,47,38,43.2,0.27,45,34,39.25,17,10,29.63
797,KSEA,2023-12-08,43,38,40.47,0.33,38,33,35.81,12,10,29.97
798,KSEA,2023-12-09,43,36,38.26,0.0,41,29,34.71,8,10,29.93
799,KSEA,2023-12-10,53,44,48.02,0.72,49,42,45.54,14,10,29.69
800,KSEA,2023-12-11,47,42,45.35,0.06,44,39,42.16,12,10,29.77
801,KSEA,2023-12-12,43,34,38.05,0.0,39,33,36.5,9,10,29.78
802,KSEA,2023-12-13,50,34,40.59,0.0,40,30,34.12,7,10,29.63
803,KSEA,2023-12-14,48,43,45.64,0.0,42,31,38.71,10,10,29.76
804,KSEA,2023-12-15,51,39,45.58,0.14,43,35,38.81,9,10,29.77
805,KSEA,2023-12-16,50,37,41.72,0.0,39,32,36.04,8,10,29.73
806,KSEA,2024-10-27,56,48,52.08,0.65,55,43,48.46,21,10,29.42
807,KSEA,2024-10-28,54,48,50.24,0.38,46,42,44.0,17,10,29.57
808,KSEA,2024-10-29,54,44,48.32,0.01,46,38,43.46,12,10,29.65
809,KSEA,2024-10-30,50,43,45.96,0.0,44,34,39.88,13,10,29.52
810,KSEA,2024-10-31,49,42,45.71,0.23,44,38,40.96,13,10,29.42
811,KSEA,2024-11-01,51,45,47.9,0.52,49,42,45.57,15,10,29.28
812,KSEA,2024-11-02,52,45,48.06,0.44,46,41,44.06,16,10,29.45
813,KSEA,2024-11-03,51,46,48.14,0.15,46,42,44.57,14,10,29.78
814,KSEA,2024-11-04,55,45,49.44,0.01,48,37,42.15,24,10,29.74
815,KSEA,2024-11-05,52,42,46.62,0.29,41,36,39.27,10,10,29.93
816,KSEA,2024-11-06,55,41,46.92,0.0,40,34,36.42,7,10,29.94
817,KSEA,2024-11-07,58,40,48.5,0.0,44,36,40.63,8,10,29.8
818,KSEA,2024-11-08,60,47,52.92,0.0,44,37,41.42,12,10,29.71
819,KSEA,2024-11-09,52,47,49.45,0.0,48,40,45.28,7,10,29.54
820,KSEA,2024-11-10,54,48,50.47,0.06,49,43,47.07,14,10,29.53
821,KSEA,2024-11-11,52,47,49.09,0.65,50,43,45.94,17,10,29.35
822,KSEA,2024-11-12,53,47,49.23,0.42,46,42,44.13,17,10,29.51
823,KSEA,2024-11-13,55,48,50.92,0.14,49,43,45.64,23,10,29.21
824,KSEA,2024-11-14,50,43,46.85,0.55,46,38,42.88,22,10,29.56
825,KSEA,2024-11-15,47,38,42.91,0.12,41,36,38.7,8,10,29.68
826,KSEA,2024-11-16,46,36,40.28,0.06,45,32,37.21,12,10,29.66
827,KSEA,2024-11-17,49,45,47.52,0.24,47,40,44.26,20,10,29.17
828,KDCA,2019-10-27,80,61,69.11,0.42,74,51,62.86,18,10,30.06
829,KDCA,2019-10-28,69,56,61.75,1.06,55,48,50.46,10,10,30.22
830,KDCA,2019-10-29,68,59,62.75,0.0,57,53,54.29,12,10,30.27
831,KDCA,2019-10-30,67,60,62.27,0.0,60,55,57.36,9,10,30.27
832,KDCA,2019-10-31,77,55,67.44,0.51,72,48,64.42,28,10,30.04
833,KDCA,2019-11-01,54,44,48.58,1.0,43,29,30.46,25,10,30.3
834,KDCA,2019-11-02,55,38,45.79,0.0,38,28,31.79,14,10,30.29
835,KDCA,2019-11-03,57,43,48.68,0.0,37,23,29.48,16,10,30.28
836,KDCA,2019-11-04,60,39,49.6,0.0,44,35,38.36,17,10,30.37
837,KDCA,2019-11-05,63,45,52.83,0.0,46,40,42.83,9,10,30.27
838,KDCA,2019-11-06,59,45,51.5,0.0,42,30,35.92,14,10,30.47
839,KDCA,2019-11-07,61,46,52.69,0.0,51,37,44.38,20,10,30.33
840,KDCA,2019-11-08,45,35,40.54,0.06,35,18,22.42,23,10,30.38
841,KDCA,2019-11-09,45,31,38.29,0.0,30,19,23.79,13,10,30.37
842,KDCA,2019-11-10,55,37,46.63,0.0,43,29,35.0,13,10,30.15
843,KDCA,2019-11-11,68,42,54.08,0.0,47,39,42.38,14,10,30.09
844,KDCA,2019-11-12,60,31,44.03,0.07,49,13,30.9,22,10,30.27
845,KDCA,2019-11-13,38,26,32.04,0.0,17,10,13.08,17,10,30.46
846,KDCA,2019-11-14,42,28,35.56,0.0,29,18,21.88,12,10,30.44
847,KDCA,2019-11-15,54,34,43.71,0.0,32,25,27.46,12,10,30.3
848,KDCA,2019-11-16,47,37,41.21,0.0,29,14,21.88,20,10,30.38
849,KDCA,2019-11-17,46,37,41.14,0.0,36,13,26.0,20,10,30.33
850,KDCA,2019-11-18,47,40,42.92,0.0,43,36,38.42,10,10,29.97
851,KDCA,2019-11-19,56,44,47.8,0.31,44,36,41.63,10,10,29.87
852,KDCA,2019-11-20,54,46,49.54,0.0,39,31,35.38,20,10,30.22
853,KDCA,2019-11-21,52,40,48.0,0.0,38,30,33.5,13,10,30.29
854,KDCA,2019-11-22,55,40,50.18,0.0,51,28,40.14,20,10,30.09
855,KDCA,2019-11-23,44,36,40.38,0.22,39,27,32.23,10,10,30.1
856,KDCA,2019-11-24,53,40,44.17,0.7,40,27,35.31,24,10,29.75
857,KDCA,2019-11-25,57,37,45.79,0.0,40,31,35.92,12,10,29.94
858,KDCA,2019-11-26,62,38,49.17,0.0,44,36,40.0,9,10,30.05
859,KDCA,2019-11-27,58,45,53.08,0.0,52,29,46.12,24,10,30.01
860,KDCA,2019-11-28,53,43,47.5,0.01,31,27,29.54,25,10,30.27
861,KDCA,2019-11-29,52,38,44.84,0.0,30,25,27.68,18,10,30.29
862,KDCA,2019-11-30,45,41,43.04,0.0,31,23,26.08,10,10,30.14
863,KDCA,2019-12-01,45,39,42.69,0.08,44,30,39.76,14,10,29.98
864,KDCA,2019-12-02,44,34,41.58,0.42,37,30,35.64,17,10,29.69
865,KDCA,2019-12-03,49,39,42.58,0.01,30,28,28.83,24,10,29.75
866,KDCA,2019-12-04,49,37,43.04,0.0,35,28,31.88,14,10,29.66
867,KDCA,2019-12-05,48,38,43.04,0.01,34,21,25.5,20,10,30.18
868,KDCA,2019-12-06,53,36,45.58,0.0,39,27,31.46,22,10,30.19
869,KDCA,2019-12-07,46,34,40.0,0.0,28,20,22.88,16,10,30.5
870,KDCA,2019-12-08,47,31,40.0,0.0,41,25,30.92,12,10,30.53
871,KDCA,2019-12-09,52,44,46.54,0.01,50,41,45.14,18,10,30.26
872,KDCA,2019-12-10,60,39,54.82,0.74,57,36,51.36,20,10,30.17
873,KDCA,2019-12-11,42,33,36.19,0.22,34,16,24.69,23,10,30.59
874,KDCA,2019-12-12,39,30,34.33,0.0,23,14,17.79,16,10,30.76
875,KDCA,2019-12-13,43,34,39.37,0.0,43,25,36.16,10,9,30.51
876,KDCA,2019-12-14,51,41,45.42,0.3,47,32,42.45,22,10,29.75
877,KDCA,2019-12-15,56,40,45.92,0.09,36,23,30.27,17,10,30.22
878,KDCA,2019-12-16,40,35,36.21,0.09,36,24,33.0,13,10,30.29
879,KDCA,2020-10-27,65,58,61.19,0.0,58,53,56.06,9,10,30.22
880,KDCA,2020-10-28,70,62,65.35,0.0,64,58,61.27,13,10,30.13
881,KDCA,2020-10-29,64,53,58.75,0.62,62,49,56.4,18,10,29.95
882,KDCA,2020-10-30,54,49,51.02,1.94,48,40,44.45,21,10,30.32
883,KDCA,2020-10-31,50,41,47.23,0.01,40,34,37.23,15,10,30.55
884,KDCA,2020-11-01,59,42,53.26,0.0,54,19,45.97,28,10,30.34
885,KDCA,2020-11-02,50,39,43.79,0.52,24,18,20.92,32,10,30.11
886,KDCA,2020-11-03,65,40,52.13,0.0,40,18,28.0,21,10,30.32
887,KDCA,2020-11-04,66,42,52.96,0.0,48,39,42.21,10,10,30.46
888,KDCA,2020-11-05,67,48,56.29,0.0,50,43,46.58,13,10,30.44
889,KDCA,2020-11-06,70,50,56.83,0.0,52,46,48.96,10,10,30.34
890,KDCA,2020-11-07,73,47,58.48,0.0,51,44,47.38,7,10,30.35
891,KDCA,2020-11-09,74,53,60.31,0.0,59,52,54.69,9,10,30.38
892,KDCA,2020-11-10,75,54,63.71,0.0,61,52,57.21,13,10,30.25
893,KDCA,2020-11-11,70,62,66.93,0.0,70,59,65.85,13,10,30.09
894,KDCA,2020-11-12,68,51,59.94,2.68,67,42,55.82,17,10,30.07
895,KDCA,2020-11-13,61,49,54.04,0.23,46,34,42.07,13,10,30.11
896,KDCA,2020-11-14,61,42,52.04,0.0,40,32,36.58,10,10,30.25
897,KDCA,2020-11-15,71,49,58.23,0.0,60,37,48.23,29,10,30.2
898,KDCA,2020-11-16,62,50,54.46,0.26,34,16,23.67,18,10,30.07
899,KDCA,2020-11-17,57,39,46.4,0.0,32,20,26.04,24,10,30.37
900,KDCA,2020-11-18,45,35,39.58,0.0,27,19,21.96,21,10,30.62
901,KDCA,2020-11-19,52,32,43.42,0.0,33,25,28.75,18,10,30.64
902,KDCA,2020-11-20,63,43,51.25,0.0,43,30,35.75,16,10,30.45
903,KDCA,2020-11-21,64,46,55.17,0.0,49,41,45.29,8,10,30.39
904,KDCA,2020-11-22,58,51,55.13,0.0,54,40,46.09,12,10,30.38
905,KDCA,2020-11-23,59,45,52.0,0.02,56,26,38.48,25,10,30.3
906,KDCA,2020-11-24,52,39,46.21,0.0,35,25,28.75,10,10,30.42
907,KDCA,2020-11-25,56,45,50.67,0.0,50,36,41.0,18,10,30.35
908,KDCA,2020-11-26,67,51,58.94,0.04,59,44,52.9,13,10,30.09
909,KDCA,2020-11-27,61,52,56.46,0.0,48,45,46.54,6,10,30.13
910,KDCA,2020-11-28,61,46,52.54,0.0,47,24,37.13,15,10,30.16
911,KDCA,2020-11-29,57,38,48.33,0.0,45,30,34.88,10,10,30.22
912,KDCA,2020-11-30,64,49,58.2,0.56,62,36,54.53,20,10,29.95
913,KDCA,2020-12-01,49,40,44.29,1.84,36,21,27.92,18,10,29.94
914,KDCA,2020-12-02,50,36,42.29,0.01,26,17,21.88,24,10,30.26
915,KDCA,2020-12-03,54,33,44.08,0.0,34,20,27.5,9,10,30.32
916,KDCA,2020-12-04,53,47,49.33,0.0,46,29,36.08,10,10,30.15
917,KDCA,2020-12-05,49,43,46.38,1.24,46,25,36.59,28,10,29.97
918,KDCA,2020-12-06,46,34,40.58,0.0,27,23,24.0,18,10,30.0
919,KDCA,2020-12-07,42,33,36.25,0.0,25,19,22.42,14,10,29.94
920,KDCA,2020-12-08,47,33,38.48,0.0,22,18,20.7,23,10,30.0
921,KDCA,2020-12-09,44,31,36.92,0.0,30,20,25.0,10,10,29.99
922,KDCA,2020-12-10,51,32,40.83,0.0,37,28,32.92,10,10,30.23
923,KDCA,2020-12-11,61,36,47.17,0.0,41,33,38.42,14,10,30.22
924,KDCA,2020-12-12,63,41,49.08,0.0,49,39,44.08,16,10,30.1
925,KDCA,2020-12-13,66,46,53.63,0.0,49,35,42.92,14,10,30.08
926,KDCA,2020-12-14,46,37,41.69,0.11,40,23,35.51,21,10,30.18
927,KDCA,2020-12-15,42,33,36.71,0.95,23,19,21.17,13,10,30.37
928,KDCA,2020-12-16,37,32,33.88,0.0,35,22,29.02,24,10,30.34
929,KDCA,2021-10-27,71,53,59.64,0.0,51,39,46.5,22,10,29.88
930,KDCA,2021-10-28,68,52,59.77,0.0,52,46,49.85,15,10,29.96
931,KDCA,2021-10-29,62,57,59.69,0.11,58,52,55.73,22,10,29.81
932,KDCA,2021-10-30,63,56,58.7,1.08,55,49,52.18,15,10,29.59
933,KDCA,2021-10-31,68,52,57.03,0.0,54,45,48.91,17,10,29.96
934,KDCA,2021-11-01,62,51,56.38,0.0,44,32,38.54,17,10,30.24
935,KDCA,2021-11-02,52,44,48.78,0.0,43,38,41.56,13,10,30.29
936,KDCA,2021-11-03,53,38,46.38,0.1,38,25,31.13,15,10,30.36
937,KDCA,2021-11-04,54,39,45.88,0.0,34,26,31.08,7,10,30.36
938,KDCA,2021-11-05,55,36,45.38,0.0,33,24,28.5,13,10,30.41
939,KDCA,2021-11-06,57,34,45.96,0.0,37,28,32.79,12,10,30.42
940,KDCA,2021-11-07,60,39,48.42,0.0,37,30,33.69,13,10,30.26
941,KDCA,2021-11-08,70,44,55.21,0.0,46,32,38.71,13,10,30.22
942,KDCA,2021-11-09,71,38,53.92,0.0,46,0,41.54,10,10,30.21
943,KDCA,2021-11-10,72,50,60.64,0.0,48,42,45.88,15,10,30.22
944,KDCA,2021-11-11,68,48,58.46,0.0,56,43,50.38,15,10,30.24
945,KDCA,2021-11-12,65,50,60.19,0.56,61,37,51.14,20,10,29.99
946,KDCA,2021-11-13,53,39,47.79,0.08,44,23,34.58,17,10,30.02
947,KDCA,2021-11-14,48,34,42.83,0.01,33,26,28.54,14,10,30.05
948,KDCA,2021-11-15,51,40,45.46,0.0,34,22,25.92,21,10,30.16
949,KDCA,2021-11-16,54,37,45.75,0.0,37,24,30.04,9,10,30.26
950,KDCA,2021-11-17,64,40,51.0,0.0,49,35,41.25,12,10,30.27
951,KDCA,2021-11-18,74,48,60.16,0.0,53,27,44.84,26,10,30.16
952,KDCA,2021-11-19,48,38,43.67,0.06,28,18,21.75,23,10,30.54
953,KDCA,2021-11-20,49,33,41.08,0.0,34,22,27.33,12,10,30.59
954,KDCA,2021-11-21,53,38,46.72,0.0,42,32,36.84,10,10,30.39
955,KDCA,2021-11-22,53,37,46.88,0.06,44,17,32.75,22,10,30.06
956,KDCA,2021-11-23,45,33,38.63,0.01,20,14,16.71,17,10,30.3
957,KDCA,2021-11-24,49,31,40.08,0.0,29,15,20.79,10,10,30.46
958,KDCA,2021-11-25,57,35,45.29,0.0,39,26,30.0,9,10,30.28
959,KDCA,2021-11-26,49,36,42.75,0.1,42,17,26.96,23,10,29.96
960,KDCA,2021-11-27,45,34,39.5,0.0,26,15,18.96,16,10,30.06
961,KDCA,2021-11-28,55,38,46.29,0.0,34,24,29.0,13,10,29.92
962,KDCA,2021-11-29,47,35,41.38,0.0,25,19,22.17,22,10,30.09
963,KDCA,2021-11-30,50,35,41.17,0.0,33,23,27.38,14,10,30.1
964,KDCA,2021-12-01,57,33,45.5,0.0,40,28,32.75,9,10,30.24
965,KDCA,2021-12-02,64,44,55.24,0.0,42,35,39.68,24,10,29.98
966,KDCA,2021-12-03,61,43,50.36,0.0,36,28,31.16,18,10,30.09
967,KDCA,2021-12-04,58,42,49.04,0.0,37,30,33.33,9,10,30.24
968,KDCA,2021-12-05,52,37,46.2,0.0,36,24,29.08,9,10,30.39
969,KDCA,2021-12-06,70,44,54.52,0.0,51,14,39.55,30,10,30.11
970,KDCA,2021-12-07,44,36,39.17,0.0,19,12,15.33,16,10,30.28
971,KDCA,2021-12-08,43,37,39.96,0.0,28,20,24.46,20,10,30.13
972,KDCA,2021-12-09,43,32,38.38,0.0,29,20,22.5,13,10,30.29
973,KDCA,2021-12-10,53,40,46.89,0.0,44,28,35.11,10,10,30.17
974,KDCA,2021-12-11,69,49,59.1,0.01,59,27,51.26,24,10,30.0
975,KDCA,2021-12-12,51,38,45.04,0.16,29,14,21.08,18,10,30.35
976,KDCA,2021-12-13,51,33,41.54,0.0,34,22,28.0,10,10,30.38
977,KDCA,2021-12-14,60,35,46.38,0.0,32,26,29.29,8,10,30.6
978,KDCA,2021-12-15,58,37,46.77,0.0,45,30,37.85,7,10,30.6
979,KDCA,2021-12-16,67,46,55.78,0.0,47,37,42.09,15,10,30.27
980,KDCA,2022-10-27,67,53,58.71,0.0,46,36,41.46,18,10,30.35
981,KDCA,2022-10-28,60,47,53.21,0.0,46,35,40.92,14,10,30.47
982,KDCA,2022-10-29,63,46,53.63,0.0,44,37,40.71,12,10,30.48
983,KDCA,2022-10-30,64,41,52.29,0.0,49,37,43.54,10,10,30.34
984,KDCA,2022-10-31,67,54,59.88,0.0,60,49,55.55,13,10,30.11
985,KDCA,2022-11-01,75,57,62.33,0.16,61,51,57.25,16,10,30.19
986,KDCA,2022-11-02,69,55,61.46,0.0,53,50,51.75,10,10,30.36
987,KDCA,2022-11-03,72,52,60.46,0.0,53,48,50.29,8,10,30.4
988,KDCA,2022-11-04,74,53,60.53,0.0,61,50,55.22,9,10,30.39
989,KDCA,2022-11-05,78,62,69.12,0.0,64,60,61.46,18,10,30.23
990,KDCA,2022-11-06,76,66,70.27,0.0,67,62,64.5,13,10,30.2
991,KDCA,2022-11-07,80,61,70.25,0.02,64,25,50.64,15,10,30.37
992,KDCA,2022-11-08,62,49,55.25,0.0,35,25,32.0,20,10,30.59
993,KDCA,2022-11-09,61,45,51.92,0.0,42,27,35.08,12,10,30.65
994,KDCA,2022-11-10,69,48,59.25,0.0,55,43,49.88,9,10,30.47
995,KDCA,2022-11-11,73,61,68.09,0.05,69,55,65.28,21,10,30.13
996,KDCA,2022-11-12,71,54,67.09,0.62,67,45,56.94,25,10,29.86
997,KDCA,2022-11-13,52,42,46.67,0.03,39,22,28.75,23,10,30.25
998,KDCA,2022-11-14,50,37,43.5,0.0,31,23,25.54,12,10,30.42
999,KDCA,2022-11-15,44,36,40.95,0.0,40,29,36.16,16,10,30.43
1000,KDCA,2022-11-16,53,39,44.0,1.22,40,25,34.61,17,10,30.07
1001,KDCA,2022-11-17,45,37,40.75,0.0,27,18,21.54,23,10,30.19
1002,KDCA,2022-11-18,49,31,40.52,0.0,26,19,22.2,18,10,30.26
1003,KDCA,2022-11-19,47,32,39.04,0.0,27,17,21.5,14,10,30.32
1004,KDCA,2022-11-20,40,31,35.67,0.0,26,0,7.21,25,10,30.45
1005,KDCA,2022-11-21,49,26,38.08,0.0,27,9,18.13,15,10,30.53
1006,KDCA,2022-11-22,58,32,43.67,0.0,29,16,23.58,14,10,30.42
1007,KDCA,2022-11-23,62,34,46.13,0.0,36,25,29.33,13,10,30.33
1008,KDCA,2022-11-24,60,34,46.25,0.0,39,29,32.42,9,10,30.4
1009,KDCA,2022-11-25,63,46,51.38,0.08,46,31,40.04,20,10,30.15
1010,KDCA,2022-11-26,61,39,49.04,0.07,37,28,32.04,10,10,30.18
1011,KDCA,2022-11-27,58,48,51.53,0.0,56,37,47.4,18,10,29.99
1012,KDCA,2022-11-28,55,45,51.29,0.24,50,33,40.04,25,10,30.13
1013,KDCA,2022-11-29,52,37,45.42,0.0,40,33,36.42,8,10,30.32
1014,KDCA,2022-11-30,59,43,50.72,0.15,54,19,41.16,20,10,30.14
1015,KDCA,2022-12-01,46,37,41.24,0.17,22,16,18.16,22,10,30.53
1016,KDCA,2022-12-02,50,30,41.75,0.0,36,22,27.71,13,10,30.57
1017,KDCA,2022-12-03,62,45,53.71,0.03,54,30,46.31,21,10,30.34
1018,KDCA,2022-12-04,47,35,41.13,0.28,31,20,25.58,15,10,30.3
1019,KDCA,2022-12-05,50,31,40.08,0.0,34,22,28.79,10,10,30.29
1020,KDCA,2022-12-06,51,38,45.51,0.0,49,33,43.08,12,10,30.27
1021,KDCA,2022-12-07,57,50,53.19,0.17,55,48,51.79,12,10,30.21
1022,KDCA,2022-12-08,59,44,50.97,0.05,52,34,44.29,13,10,30.3
1023,KDCA,2022-12-09,50,37,44.17,0.0,33,28,30.13,13,10,30.31
1024,KDCA,2022-12-10,45,33,40.13,0.0,35,24,29.08,8,10,30.37
1025,KDCA,2022-12-11,48,39,43.73,0.0,42,35,38.8,8,10,30.3
1026,KDCA,2022-12-12,44,40,42.54,0.0,35,26,29.42,17,10,30.29
1027,KDCA,2022-12-13,45,32,37.46,0.0,28,17,21.38,16,10,30.38
1028,KDCA,2022-12-14,43,28,36.63,0.0,23,17,21.0,9,10,30.25
1029,KDCA,2022-12-15,48,35,40.44,0.46,47,23,38.09,16,10,30.18
1030,KDCA,2022-12-16,52,41,44.1,1.42,40,28,34.97,18,10,29.79
1031,KDCA,2023-10-27,82,62,68.79,0.0,61,56,58.92,10,10,30.2
1032,KDCA,2023-10-28,86,61,71.58,0.0,62,58,60.04,10,10,30.12
1033,KDCA,2023-10-29,77,63,69.21,0.0,63,59,61.5,12,10,30.05
1034,KDCA,2023-10-30,79,54,62.54,0.04,62,40,53.96,23,10,30.04
1035,KDCA,2023-10-31,54,44,50.5,0.03,40,28,32.17,16,10,30.16
1036,KDCA,2023-11-01,50,40,44.33,0.0,31,22,25.88,23,10,30.38
1037,KDCA,2023-11-02,52,34,44.08,0.0,33,20,24.46,13,10,30.54
1038,KDCA,2023-11-03,60,38,48.71,0.0,38,29,33.58,13,10,30.5
1039,KDCA,2023-11-04,69,41,54.13,0.0,48,24,37.58,9,10,30.33
1040,KDCA,2023-11-05,72,44,57.57,0.0,45,39,40.43,13,10,30.12
1041,KDCA,2023-11-06,65,48,56.21,0.0,52,36,43.29,9,10,30.19
1042,KDCA,2023-11-07,73,56,63.79,0.0,53,36,46.75,13,10,29.94
1043,KDCA,2023-11-08,66,49,56.17,0.0,46,35,39.79,13,10,30.13
1044,KDCA,2023-11-09,74,50,60.15,0.0,59,39,49.77,14,10,30.05
1045,KDCA,2023-11-10,57,43,48.6,0.0,44,35,40.9,13,10,30.26
1046,KDCA,2023-11-11,60,39,48.46,0.17,42,32,37.67,10,10,30.41
1047,KDCA,2023-11-12,53,40,45.63,0.0,39,29,33.13,13,10,30.51
1048,KDCA,2023-11-13,55,36,45.46,0.0,41,29,34.79,14,10,30.43
1049,KDCA,2023-11-14,61,41,51.21,0.0,38,31,33.13,14,10,30.41
1050,KDCA,2023-11-15,59,40,49.5,0.0,41,35,37.42,14,10,30.47
1051,KDCA,2023-11-16,69,41,54.13,0.0,41,32,37.71,9,10,30.32
1052,KDCA,2023-11-17,70,47,58.42,0.0,56,40,49.5,15,10,30.15
1053,KDCA,2023-11-18,59,47,55.11,0.02,56,26,40.43,20,10,29.95
1054,KDCA,2023-11-19,61,40,50.08,0.0,35,25,28.92,13,10,30.12
1055,KDCA,2023-11-20,51,40,45.08,0.0,34,26,29.17,12,10,30.45
1056,KDCA,2023-11-21,59,40,50.44,0.0,56,27,46.1,21,10,30.45
1057,KDCA,2023-11-22,61,49,53.39,2.16,53,37,44.79,21,10,29.83
1058,KDCA,2023-11-23,58,45,50.38,0.0,37,30,33.75,16,10,30.09
1059,KDCA,2023-11-24,56,41,47.42,0.0,36,22,32.04,18,10,30.35
1060,KDCA,2023-11-25,44,34,38.88,0.0,27,19,21.33,15,10,30.48
1061,KDCA,2023-11-26,47,36,43.56,0.0,44,28,38.6,8,10,30.3
1062,KDCA,2023-11-27,50,35,43.12,0.16,39,19,29.4,21,10,29.97
1063,KDCA,2023-11-28,42,28,35.8,0.0,22,7,14.12,25,10,30.23
1064,KDCA,2023-11-29,40,26,33.29,0.0,18,10,12.13,10,10,30.24
1065,KDCA,2023-11-30,54,32,42.63,0.0,34,14,26.29,10,10,30.21
1066,KDCA,2023-12-01,51,40,46.38,0.0,46,30,40.32,12,10,30.17
1067,KDCA,2023-12-02,53,46,49.9,0.13,52,44,48.2,8,7,30.07
1068,KDCA,2023-12-03,56,48,52.49,0.81,54,46,51.18,9,10,29.94
1069,KDCA,2023-12-04,56,43,49.67,0.04,39,31,34.79,15,10,30.0
1070,KDCA,2023-12-05,50,41,45.25,0.0,34,29,30.75,10,10,30.1
1071,KDCA,2023-12-06,45,38,41.93,0.0,36,22,29.43,18,10,30.15
1072,KDCA,2023-12-07,46,33,40.83,0.0,33,23,27.13,15,10,30.17
1073,KDCA,2023-12-08,58,38,46.21,0.0,38,32,34.42,9,10,30.2
1074,KDCA,2023-12-09,56,38,47.08,0.0,44,35,38.46,7,10,30.21
1075,KDCA,2023-12-10,63,39,56.29,0.0,61,35,53.71,24,10,30.02
1076,KDCA,2023-12-11,49,35,39.11,1.68,36,22,30.36,21,10,30.33
1077,KDCA,2023-12-12,47,31,38.92,0.0,30,22,26.0,13,10,30.49
1078,KDCA,2023-12-13,52,34,42.36,0.0,34,15,22.4,15,10,30.67
1079,KDCA,2023-12-14,49,30,39.33,0.0,24,14,19.54,8,10,30.76
1080,KDCA,2023-12-15,61,34,45.38,0.0,36,22,27.67,12,10,30.55
1081,KDCA,2023-12-16,59,37,46.25,0.0,38,31,33.67,9,10,30.51
1082,KDCA,2024-10-27,60,47,53.38,0.0,37,25,32.38,10,10,30.46
1083,KDCA,2024-10-28,66,45,54.63,0.0,41,34,38.17,10,10,30.44
1084,KDCA,2024-10-29,68,47,57.48,0.0,51,41,45.64,12,10,30.45
